parking_lot_id,hour_of_day,day_of_week,is_weekend,current_occupancy,total_slots,bookings_last_hour,occupancy_percentage
14,13,1,0,110,185,14,59.29
28,17,5,1,183,252,24,72.54
23,7,3,0,109,157,13,69.45
22,8,6,1,59,101,8,58.6
16,12,1,0,118,229,14,51.43
8,20,5,1,5,84,0,6.09
6,1,2,0,0,108,0,0.0
19,12,3,0,183,290,24,63.09
14,18,5,1,142,185,18,76.58
21,22,2,0,125,175,14,71.67
5,5,3,0,12,95,1,12.64
20,20,2,0,194,209,21,92.62
21,4,0,0,175,175,21,100.0
24,3,0,0,173,234,21,73.79
23,1,6,1,93,157,10,59.43
6,16,2,0,98,108,10,90.57
30,2,6,1,53,251,5,21.29
16,8,0,0,55,229,6,24.16
7,12,2,0,60,113,8,53.18
18,18,6,1,72,72,10,100.0
7,1,5,1,0,113,0,0.0
11,11,5,1,64,114,8,55.87
5,8,1,0,6,95,2,6.76
1,16,5,1,9,153,1,6.1
21,3,2,0,159,175,18,90.96
9,20,0,0,23,244,4,9.27
24,22,3,0,227,234,27,97.13
28,21,5,1,50,252,8,19.72
6,17,3,0,90,108,13,82.92
17,9,0,0,51,187,6,27.01
30,11,1,0,220,251,28,87.82
13,7,0,0,18,148,3,12.4
17,12,2,0,84,187,12,44.9
17,8,4,0,42,187,4,22.43
5,3,2,0,4,95,0,3.7
29,2,0,0,20,280,4,7.04
15,0,0,0,21,225,4,9.55
6,19,6,1,9,108,0,8.32
20,12,3,0,123,209,12,58.73
2,7,3,0,50,147,3,34.0
26,14,2,0,97,200,11,48.32
18,1,2,0,0,72,0,0.0
4,19,2,0,91,203,9,44.99
2,5,5,1,4,147,3,2.45
7,14,0,0,95,113,12,84.14
4,11,1,0,163,203,18,80.37
11,16,6,1,96,114,14,84.52
23,2,3,0,124,157,17,78.89
20,6,3,0,0,209,3,0.0
30,13,0,0,162,251,22,64.71
14,14,4,0,117,185,15,63.28
18,8,5,1,22,72,1,30.23
4,20,6,1,15,203,0,7.21
19,16,2,0,150,290,16,51.77
28,9,3,0,194,252,23,77.08
2,16,5,1,11,147,0,7.34
2,13,6,1,36,147,4,24.8
7,2,2,0,10,113,2,8.64
23,19,2,0,102,157,11,64.97
7,8,2,0,22,113,1,19.91
30,6,5,1,28,251,6,11.31
18,14,2,0,39,72,6,53.6
10,11,4,0,65,72,8,89.95
20,13,1,0,105,209,14,50.21
19,9,2,0,44,290,5,15.32
4,16,5,1,13,203,0,6.56
7,6,6,1,0,113,2,0.0
2,18,2,0,69,147,10,46.91
22,23,1,0,85,101,10,83.7
12,13,2,0,108,236,12,45.87
16,21,5,1,126,229,13,54.88
16,23,5,1,68,229,10,29.84
19,14,3,0,173,290,22,59.68
23,0,4,0,110,157,14,69.85
22,2,5,1,71,101,8,70.03
3,11,5,1,9,101,2,8.42
1,23,0,0,14,153,0,9.47
27,11,1,0,83,105,7,78.59
12,10,0,0,54,236,5,22.87
8,11,2,0,66,84,7,78.94
10,12,3,0,51,72,5,70.87
27,12,5,1,57,105,4,54.58
18,2,0,0,1,72,0,1.17
25,16,4,0,55,206,4,26.74
9,9,3,0,222,244,29,90.96
9,16,2,0,181,244,21,74.09
24,20,4,0,204,234,24,87.06
4,9,6,1,6,203,2,3.07
20,6,6,1,0,209,3,0.0
22,3,1,0,92,101,10,91.5
11,13,0,0,62,114,5,54.14
18,6,1,0,10,72,0,14.33
30,17,2,0,203,251,25,80.84
14,11,2,0,70,185,6,37.93
3,13,3,0,65,101,9,64.65
26,22,2,0,51,200,6,25.29
14,9,2,0,60,185,10,32.52
13,0,0,0,27,148,4,17.93
12,20,6,1,138,236,17,58.39
18,14,6,1,72,72,11,100.0
13,8,0,0,45,148,3,30.1
11,16,1,0,66,114,8,58.03
18,17,3,0,36,72,5,50.05
25,18,4,0,119,206,16,57.53
15,15,6,1,178,225,19,79.29
20,20,5,1,112,209,12,53.47
4,3,5,1,11,203,4,5.4
14,13,6,1,134,185,19,72.48
25,12,6,1,73,206,6,35.56
13,6,6,1,0,148,3,0.0
26,15,6,1,127,200,15,63.66
18,15,5,1,64,72,7,89.39
5,10,4,0,92,95,13,97.12
11,11,2,0,45,114,3,39.35
1,21,4,0,7,153,0,4.26
2,15,3,0,142,147,16,96.52
10,4,3,0,5,72,1,6.74
7,18,1,0,39,113,7,34.36
5,18,1,0,47,95,4,49.24
29,20,5,1,131,280,13,46.87
4,22,5,1,0,203,0,0.0
18,4,0,0,5,72,1,7.52
28,10,2,0,183,252,20,72.66
22,17,2,0,81,101,10,79.73
3,12,4,0,59,101,6,58.37
14,16,6,1,173,185,18,93.26
7,9,6,1,12,113,4,10.29
22,14,1,0,26,101,6,25.55
21,23,6,1,149,175,15,85.0
4,5,4,0,3,203,0,1.53
1,23,5,1,27,153,6,17.62
6,18,0,0,40,108,6,37.37
2,2,2,0,17,147,1,11.4
16,19,3,0,203,229,22,88.66
2,3,0,0,6,147,0,3.9
13,23,4,0,10,148,2,7.03
9,8,5,1,39,244,3,16.06
7,2,0,0,7,113,3,6.37
3,9,0,0,93,101,14,92.42
23,18,1,0,94,157,13,60.02
28,1,3,0,22,252,1,8.79
11,2,0,0,9,114,3,7.76
30,8,6,1,133,251,18,52.95
18,13,1,0,26,72,5,36.71
25,13,2,0,48,206,3,23.2
30,10,6,1,147,251,18,58.38
28,3,3,0,54,252,9,21.27
1,12,3,0,89,153,10,58.42
17,0,3,0,24,187,0,12.9
12,22,6,1,43,236,5,18.17
11,12,6,1,80,114,10,70.47
16,0,0,0,2,229,0,0.72
4,15,6,1,49,203,8,24.15
3,1,2,0,0,101,2,0.0
8,12,0,0,65,84,6,77.71
14,17,4,0,135,185,17,72.85
2,2,2,0,25,147,0,16.67
25,10,1,0,44,206,5,21.56
25,7,2,0,168,206,21,81.65
16,3,4,0,0,229,3,0.0
5,18,2,0,27,95,6,28.21
24,6,4,0,127,234,17,54.07
18,14,3,0,35,72,7,48.86
21,2,3,0,134,175,17,76.83
7,12,4,0,65,113,8,57.43
8,22,5,1,2,84,0,2.96
23,4,5,1,114,157,12,72.83
20,18,0,0,198,209,26,94.62
13,1,2,0,5,148,2,3.35
6,15,0,0,82,108,11,75.87
16,19,5,1,196,229,22,85.64
9,9,2,0,244,244,28,100.0
5,20,0,0,8,95,2,8.79
6,18,6,1,22,108,4,19.99
11,3,5,1,10,114,1,8.58
30,16,2,0,147,251,16,58.71
24,16,4,0,111,234,15,47.43
2,16,4,0,133,147,16,90.32
10,3,4,0,0,72,2,0.29
17,9,1,0,76,187,9,40.73
11,20,4,0,95,114,10,83.02
23,21,3,0,146,157,17,93.27
3,10,5,1,10,101,0,9.65
2,2,6,1,0,147,0,0.0
8,16,2,0,81,84,10,95.97
6,0,6,1,2,108,3,1.75
29,19,3,0,164,280,19,58.44
11,11,4,0,69,114,6,60.8
4,12,0,0,147,203,20,72.26
9,10,3,0,234,244,26,96.02
14,4,6,1,6,185,2,3.37
26,12,1,0,142,200,20,71.07
18,17,0,0,42,72,3,58.09
27,4,4,0,0,105,1,0.0
28,22,6,1,52,252,9,20.63
5,12,6,1,12,95,1,12.98
2,10,1,0,106,147,10,72.21
21,18,5,1,110,175,15,62.75
5,14,1,0,71,95,9,74.65
23,23,3,0,140,157,14,89.19
4,19,0,0,70,203,6,34.46
13,23,3,0,5,148,1,3.46
14,8,6,1,43,185,8,23.41
11,3,1,0,14,114,4,12.26
6,3,6,1,11,108,3,10.48
12,22,6,1,56,236,4,23.82
22,7,2,0,62,101,6,61.15
15,22,3,0,131,225,17,58.38
26,22,5,1,40,200,6,19.86
19,20,3,0,240,290,29,82.87
6,16,4,0,66,108,5,60.89
13,17,6,1,89,148,8,60.3
25,15,0,0,53,206,4,25.54
14,0,2,0,16,185,4,8.74
18,11,2,0,34,72,3,47.59
3,21,6,1,12,101,3,11.95
24,3,5,1,177,234,22,75.59
20,2,1,0,0,209,0,0.0
10,3,3,0,10,72,3,14.08
16,4,1,0,14,229,4,6.31
1,21,2,0,9,153,2,5.71
23,0,4,0,135,157,16,85.76
25,18,3,0,136,206,17,65.8
7,6,2,0,0,113,2,0.0
8,12,5,1,14,84,1,16.45
22,19,2,0,54,101,6,53.5
16,18,2,0,137,229,18,60.02
7,2,3,0,11,113,1,9.5
30,7,5,1,85,251,9,33.73
25,2,4,0,167,206,21,80.88
12,14,4,0,171,236,20,72.29
20,21,6,1,130,209,13,62.14
3,8,0,0,17,101,4,16.47
7,11,4,0,87,113,10,77.14
29,3,1,0,58,280,8,20.62
3,8,6,1,8,101,2,8.04
13,3,6,1,21,148,1,13.97
4,9,4,0,166,203,21,81.67
28,4,4,0,27,252,1,10.55
22,0,6,1,76,101,8,75.14
26,2,1,0,42,200,8,21.16
21,20,2,0,126,175,13,72.01
19,5,2,0,46,290,3,15.8
21,16,2,0,53,175,8,30.13
28,21,3,0,60,252,9,23.62
19,0,3,0,30,290,1,10.41
2,20,3,0,27,147,5,18.13
5,5,3,0,13,95,3,13.73
3,19,3,0,62,101,5,61.24
6,6,0,0,0,108,0,0.0
4,10,0,0,160,203,21,78.63
19,22,0,0,136,290,16,46.86
10,8,0,0,20,72,3,27.11
3,8,3,0,31,101,4,30.96
9,0,3,0,0,244,0,0.0
28,17,5,1,196,252,22,77.87
6,13,6,1,16,108,3,14.89
27,9,6,1,35,105,6,33.67
11,17,1,0,79,114,8,69.58
3,13,5,1,7,101,0,6.71
29,2,4,0,46,280,7,16.6
6,2,6,1,6,108,0,5.21
9,23,5,1,0,244,0,0.0
19,14,5,1,217,290,24,74.66
9,3,4,0,10,244,4,4.03
18,13,6,1,61,72,8,85.19
27,15,0,0,91,105,9,86.77
29,11,2,0,214,280,23,76.4
30,15,3,0,193,251,24,76.74
5,2,2,0,0,95,0,0.0
23,16,5,1,65,157,8,41.37
17,15,6,1,186,187,25,99.29
21,13,2,0,49,175,7,28.03
18,18,2,0,51,72,7,71.42
29,19,5,1,212,280,25,75.66
25,22,0,0,165,206,19,79.9
2,13,5,1,16,147,4,10.83
16,4,1,0,18,229,2,7.73
23,5,6,1,141,157,18,89.51
16,8,2,0,46,229,3,20.03
6,1,5,1,4,108,3,4.13
12,18,6,1,190,236,23,80.34
15,10,4,0,48,225,3,21.32
10,2,0,0,6,72,3,8.38
19,16,3,0,147,290,20,50.68
20,4,0,0,0,209,1,0.0
11,20,4,0,98,114,9,86.23
17,12,0,0,73,187,7,39.25
6,13,4,0,78,108,9,72.12
15,23,3,0,5,225,2,2.42
27,21,4,0,25,105,1,24.22
9,14,4,0,218,244,26,89.48
14,21,6,1,116,185,15,62.51
11,7,5,1,24,114,3,21.11
17,12,0,0,67,187,7,35.73
16,10,4,0,66,229,7,28.71
19,13,6,1,211,290,24,72.63
22,11,6,1,26,101,3,25.94
16,3,1,0,0,229,2,0.0
9,16,0,0,185,244,22,75.94
16,12,5,1,207,229,23,90.55
7,13,1,0,85,113,8,74.8
29,18,2,0,240,280,31,85.72
19,18,6,1,221,290,25,76.34
28,13,4,0,158,252,19,62.64
30,21,5,1,107,251,13,42.62
26,8,4,0,75,200,11,37.46
20,14,1,0,110,209,13,52.59
23,21,6,1,156,157,21,99.52
14,17,4,0,88,185,8,47.59
28,8,6,1,111,252,14,43.96
15,6,1,0,10,225,2,4.52
4,6,0,0,10,203,2,4.68
23,4,5,1,140,157,17,89.08
4,20,5,1,7,203,0,3.28
16,2,0,0,30,229,4,13.12
11,6,2,0,5,114,0,4.63
17,16,4,0,99,187,11,52.83
30,7,5,1,102,251,12,40.5
12,0,2,0,13,236,0,5.59
17,19,5,1,178,187,19,95.32
21,21,5,1,139,175,16,79.22
7,14,2,0,98,113,10,87.02
21,23,0,0,165,175,21,94.46
22,1,2,0,79,101,7,78.41
19,21,1,0,117,290,15,40.44
16,15,5,1,181,229,22,79.11
30,10,1,0,209,251,28,83.11
11,22,1,0,29,114,2,25.2
9,13,5,1,0,244,3,0.0
3,8,2,0,33,101,2,32.56
8,23,5,1,6,84,0,7.61
7,19,2,0,34,113,7,30.27
4,4,3,0,28,203,4,13.74
29,17,6,1,253,280,30,90.27
6,9,1,0,90,108,10,83.5
15,0,6,1,15,225,2,6.67
7,1,2,0,7,113,0,6.4
20,1,6,1,18,209,3,8.72
19,11,4,0,128,290,15,44.29
7,9,1,0,87,113,13,77.4
13,2,5,1,0,148,0,0.0
30,10,4,0,188,251,20,74.75
28,20,1,0,196,252,21,77.82
19,3,2,0,27,290,2,9.16
29,0,0,0,37,280,3,13.08
4,20,6,1,31,203,2,15.1
7,0,1,0,20,113,4,18.0
25,18,3,0,150,206,19,72.97
25,14,3,0,47,206,6,22.59
15,8,6,1,50,225,5,22.22
22,14,5,1,41,101,2,40.18
3,7,3,0,20,101,3,19.45
8,6,5,1,0,84,0,0.0
5,21,4,0,14,95,0,14.89
10,15,1,0,63,72,9,87.28
10,5,3,0,0,72,2,0.0
21,8,5,1,101,175,14,57.98
23,2,0,0,118,157,15,75.11
24,14,2,0,63,234,7,26.86
23,16,2,0,51,157,8,32.18
15,23,6,1,35,225,5,15.42
17,15,4,0,103,187,13,55.22
8,23,3,0,12,84,0,14.38
17,10,2,0,47,187,7,25.28
24,11,0,0,97,234,12,41.6
8,13,6,1,9,84,1,10.48
14,23,0,0,20,185,1,10.69
7,7,2,0,34,113,2,30.48
19,20,3,0,237,290,31,81.79
6,5,6,1,0,108,0,0.0
21,20,0,0,117,175,15,66.89
9,19,5,1,38,244,5,15.51
4,5,4,0,5,203,0,2.24
29,13,3,0,193,280,25,68.93
5,20,1,0,6,95,3,6.45
11,19,0,0,107,114,10,93.7
6,19,5,1,13,108,2,11.82
24,23,1,0,197,234,21,84.0
8,0,0,0,2,84,1,2.37
11,22,5,1,18,114,2,16.09
3,22,5,1,10,101,1,9.59
11,12,3,0,40,114,2,35.43
20,7,2,0,11,209,1,5.26
4,2,5,1,20,203,0,10.08
13,20,0,0,126,148,14,84.91
5,23,0,0,15,95,2,15.97
27,1,5,1,30,105,3,29.03
18,14,1,0,39,72,2,54.65
29,8,5,1,119,280,13,42.4
7,16,6,1,0,113,1,0.0
26,8,0,0,123,200,14,61.71
27,5,5,1,12,105,2,11.58
3,2,1,0,11,101,0,10.65
27,18,6,1,64,105,7,60.93
21,18,3,0,111,175,13,63.2
10,1,5,1,1,72,0,1.54
11,2,1,0,16,114,4,14.38
11,4,0,0,12,114,0,10.82
9,22,3,0,4,244,0,1.82
17,6,5,1,0,187,2,0.0
3,16,4,0,86,101,10,84.68
5,18,3,0,34,95,4,35.62
24,0,6,1,225,234,27,96.35
3,4,6,1,3,101,2,2.83
5,13,6,1,11,95,2,11.42
26,9,2,0,138,200,14,68.89
24,7,4,0,152,234,17,64.94
4,14,3,0,183,203,20,90.12
8,10,4,0,60,84,10,71.39
8,8,0,0,38,84,4,44.93
5,4,2,0,9,95,2,9.48
12,16,4,0,119,236,17,50.57
13,10,3,0,39,148,6,26.11
17,14,4,0,55,187,6,29.32
12,6,6,1,0,236,0,0.0
5,3,3,0,8,95,0,8.13
5,4,4,0,0,95,3,0.0
22,4,0,0,84,101,10,82.82
6,18,4,0,34,108,5,31.15
27,12,6,1,67,105,7,63.66
28,13,0,0,112,252,11,44.28
23,18,0,0,80,157,9,50.69
24,23,0,0,187,234,24,79.91
3,17,6,1,0,101,0,0.0
26,3,4,0,12,200,1,6.04
1,21,6,1,11,153,3,7.48
8,9,2,0,54,84,4,64.16
2,22,3,0,13,147,0,8.97
16,1,4,0,0,229,0,0.0
10,19,3,0,30,72,3,41.45
5,3,6,1,4,95,0,4.21
25,16,5,1,47,206,5,22.99
30,20,3,0,179,251,20,71.32
9,7,3,0,58,244,4,23.87
21,2,2,0,133,175,18,76.21
27,0,3,0,28,105,2,26.7
7,8,3,0,42,113,8,37.13
12,3,6,1,21,236,0,9.1
5,8,3,0,28,95,6,29.3
30,21,1,0,51,251,9,20.48
2,11,2,0,111,147,12,75.25
28,22,6,1,75,252,6,29.66
3,11,1,0,93,101,10,91.88
5,19,6,1,0,95,0,0.0
23,14,2,0,51,157,5,32.54
26,11,6,1,141,200,19,70.63
5,5,5,1,7,95,0,7.55
26,2,4,0,20,200,4,9.96
1,3,6,1,3,153,0,1.77
25,6,5,1,111,206,13,54.07
10,18,6,1,8,72,0,10.62
9,3,4,0,0,244,0,0.0
4,18,0,0,110,203,14,54.27
13,13,0,0,55,148,6,37.49
8,8,5,1,5,84,1,5.38
14,13,6,1,152,185,21,82.42
17,12,3,0,116,187,12,61.9
6,13,6,1,17,108,4,15.87
23,18,0,0,101,157,13,64.25
22,7,4,0,45,101,5,44.87
29,6,4,0,61,280,7,21.68
7,6,4,0,1,113,1,0.71
15,20,4,0,155,225,16,68.84
26,16,0,0,128,200,13,63.96
2,4,2,0,8,147,0,5.45
5,22,5,1,0,95,3,0.0
11,3,1,0,3,114,0,2.55
13,23,5,1,21,148,0,14.41
22,11,4,0,30,101,3,30.11
21,10,2,0,61,175,10,34.6
11,2,5,1,1,114,2,0.78
9,21,2,0,46,244,7,18.8
18,23,3,0,10,72,0,14.2
13,0,5,1,12,148,2,8.03
11,18,6,1,84,114,9,73.39
16,7,1,0,25,229,3,10.91
10,4,4,0,3,72,1,4.62
9,10,3,0,179,244,22,73.28
15,13,1,0,139,225,17,61.97
8,13,0,0,57,84,9,67.84
30,3,5,1,61,251,6,24.24
11,17,6,1,82,114,9,71.97
3,23,0,0,26,101,6,25.3
10,6,4,0,0,72,0,0.0
14,7,3,0,0,185,0,0.0
25,14,6,1,45,206,4,21.65
6,22,6,1,1,108,3,0.61
24,14,5,1,75,234,11,32.21
4,16,2,0,189,203,20,93.02
4,6,3,0,31,203,5,15.32
22,9,0,0,21,101,2,20.37
1,23,4,0,16,153,0,10.64
28,8,4,0,144,252,20,57.32
24,3,0,0,160,234,20,68.22
10,10,4,0,55,72,5,76.97
27,4,3,0,7,105,0,6.4
24,17,5,1,168,234,21,71.89
17,8,5,1,19,187,1,10.32
25,8,5,1,144,206,20,70.11
26,8,4,0,79,200,12,39.32
2,15,3,0,134,147,17,91.43
28,15,0,0,182,252,22,72.13
2,8,5,1,0,147,0,0.28
7,20,4,0,13,113,0,11.17
29,21,3,0,72,280,10,25.55
19,15,5,1,275,290,34,94.86
22,11,1,0,13,101,0,12.58
14,7,4,0,6,185,0,3.2
9,12,6,1,38,244,4,15.49
29,6,2,0,43,280,8,15.28
14,9,6,1,31,185,3,16.55
8,23,6,1,1,84,3,1.59
24,8,3,0,165,234,19,70.36
7,13,3,0,66,113,9,58.19
17,4,4,0,0,187,0,0.0
27,10,6,1,38,105,7,36.21
30,5,4,0,35,251,5,13.85
1,13,5,1,4,153,0,2.57
7,16,2,0,84,113,9,74.42
27,21,3,0,8,105,2,7.47
13,18,6,1,127,148,14,85.49
30,23,0,0,105,251,10,41.98
9,17,0,0,178,244,21,73.14
7,3,1,0,0,113,3,0.0
19,1,4,0,12,290,0,4.14
27,6,4,0,11,105,1,10.07
5,6,4,0,0,95,3,0.0
24,2,6,1,156,234,18,66.72
24,13,2,0,73,234,7,31.24
8,1,6,1,7,84,2,8.37
23,10,4,0,58,157,9,37.18
4,5,6,1,7,203,3,3.58
7,11,3,0,113,113,13,100.0
23,6,2,0,118,157,13,75.12
30,22,2,0,65,251,5,25.74
3,12,2,0,48,101,7,47.48
25,18,5,1,163,206,19,79.36
21,21,0,0,137,175,17,78.13
20,22,2,0,86,209,11,41.1
17,17,5,1,158,187,17,84.44
2,6,0,0,16,147,3,10.62
30,0,5,1,44,251,6,17.49
30,20,3,0,251,251,31,100.0
13,2,3,0,1,148,1,0.93
19,15,0,0,126,290,16,43.36
8,4,1,0,0,84,0,0.57
14,1,3,0,0,185,2,0.0
22,9,1,0,42,101,4,41.79
2,13,3,0,105,147,13,71.31
11,9,3,0,20,114,2,17.86
6,18,0,0,39,108,2,36.3
27,12,5,1,79,105,10,75.07
15,10,3,0,24,225,2,10.52
17,8,6,1,57,187,7,30.65
19,18,5,1,258,290,28,89.06
21,16,4,0,86,175,12,49.15
18,4,4,0,4,72,0,5.1
26,18,3,0,151,200,19,75.71
29,18,4,0,198,280,21,70.55
5,16,1,0,82,95,7,86.59
10,4,6,1,1,72,0,1.01
22,17,1,0,64,101,7,63.68
14,15,5,1,160,185,22,86.65
11,1,5,1,18,114,5,15.6
27,18,1,0,64,105,9,61.05
24,10,0,0,109,234,12,46.49
18,16,4,0,35,72,4,49.1
9,21,5,1,14,244,4,5.89
15,14,6,1,183,225,19,81.42
2,16,6,1,32,147,1,21.45
6,19,3,0,49,108,7,44.94
28,7,0,0,122,252,16,48.53
13,9,0,0,37,148,6,25.13
16,23,0,0,39,229,2,17.24
26,3,1,0,34,200,2,16.85
25,15,6,1,56,206,6,27.06
29,14,0,0,169,280,18,60.35
22,22,5,1,80,101,12,79.29
29,22,1,0,95,280,11,34.0
16,8,0,0,44,229,6,19.05
13,0,4,0,5,148,1,3.23
24,19,1,0,219,234,28,93.57
9,7,0,0,69,244,9,28.25
11,2,6,1,0,114,1,0.0
12,7,4,0,10,236,4,4.44
4,20,3,0,5,203,3,2.63
30,16,1,0,193,251,22,77.04
10,1,1,0,12,72,3,17.33
11,11,5,1,82,114,11,72.08
10,7,5,1,5,72,1,6.87
21,14,2,0,54,175,6,30.64
27,19,5,1,69,105,9,65.84
18,18,0,0,61,72,9,84.92
28,20,6,1,73,252,11,28.98
8,16,3,0,80,84,8,94.76
15,3,6,1,0,225,3,0.0
13,19,5,1,90,148,9,60.6
11,16,6,1,97,114,14,85.04
26,4,2,0,69,200,10,34.34
18,15,0,0,43,72,5,60.09
25,9,2,0,80,206,8,38.84
21,8,6,1,118,175,15,67.23
16,8,1,0,18,229,5,7.94
27,13,3,0,74,105,10,70.17
7,10,0,0,102,113,11,90.49
1,4,1,0,0,153,0,0.0
2,6,2,0,21,147,3,14.45
2,7,6,1,0,147,3,0.0
11,23,5,1,16,114,0,14.13
23,2,4,0,112,157,13,71.12
25,18,1,0,110,206,14,53.23
3,23,2,0,15,101,1,15.24
29,2,0,0,6,280,0,2.13
22,12,4,0,54,101,4,53.25
4,6,3,0,8,203,3,3.86
19,10,1,0,110,290,16,38.08
13,22,5,1,18,148,3,12.17
28,9,5,1,112,252,11,44.41
8,16,1,0,67,84,10,80.32
1,11,3,0,145,153,18,94.86
25,10,3,0,74,206,11,35.91
23,4,1,0,120,157,12,76.28
22,8,4,0,57,101,6,56.04
19,9,0,0,44,290,4,15.1
13,9,3,0,50,148,6,33.65
20,20,3,0,165,209,18,78.94
6,9,5,1,7,108,0,6.53
19,17,3,0,120,290,16,41.49
12,17,0,0,108,236,15,45.79
6,23,3,0,0,108,3,0.0
1,3,3,0,0,153,3,0.0
22,2,1,0,82,101,9,81.19
2,18,6,1,16,147,0,10.92
7,5,5,1,3,113,0,2.69
20,22,5,1,42,209,5,20.14
4,9,1,0,189,203,20,93.01
13,14,6,1,123,148,14,82.88
2,16,5,1,19,147,5,13.08
29,12,5,1,173,280,19,61.8
22,12,5,1,50,101,8,49.79
19,2,4,0,43,290,8,14.79
8,7,1,0,33,84,3,39.61
28,11,1,0,153,252,21,60.73
20,16,3,0,153,209,16,73.05
13,0,6,1,7,148,2,4.72
15,18,3,0,217,225,25,96.64
10,5,6,1,7,72,0,10.05
4,21,0,0,27,203,5,13.21
4,18,0,0,94,203,9,46.14
25,0,3,0,206,206,24,100.0
28,8,1,0,100,252,13,39.79
18,17,2,0,42,72,6,57.87
18,22,0,0,25,72,5,34.23
4,14,1,0,190,203,25,93.61
12,6,0,0,0,236,1,0.0
16,0,6,1,8,229,1,3.68
6,14,5,1,37,108,7,33.88
10,23,6,1,4,72,0,5.4
30,16,3,0,184,251,22,73.47
7,20,3,0,9,113,1,8.18
14,12,5,1,157,185,21,85.02
8,19,5,1,14,84,0,16.83
16,16,3,0,100,229,12,43.47
5,21,1,0,10,95,3,10.25
15,16,1,0,128,225,13,56.85
16,12,5,1,144,229,17,62.8
11,1,0,0,3,114,1,2.72
11,12,2,0,44,114,6,38.98
1,13,2,0,101,153,12,66.11
16,16,0,0,139,229,18,60.85
8,7,6,1,16,84,3,19.47
18,9,4,0,26,72,6,36.1
10,16,0,0,50,72,6,69.84
11,12,5,1,83,114,8,73.17
26,10,4,0,161,200,20,80.6
20,10,1,0,39,209,4,18.51
18,13,3,0,42,72,7,57.69
12,7,6,1,11,236,1,4.76
24,23,4,0,196,234,23,83.57
19,12,1,0,125,290,17,43.25
19,1,2,0,0,290,2,0.0
3,19,3,0,36,101,5,35.4
15,6,2,0,28,225,4,12.65
23,9,6,1,66,157,6,42.23
8,14,6,1,17,84,0,20.75
24,14,6,1,62,234,8,26.58
1,14,4,0,117,153,14,76.71
5,9,3,0,78,95,12,81.79
7,19,2,0,48,113,7,42.25
11,14,1,0,45,114,4,39.12
16,14,5,1,207,229,27,90.25
2,6,2,0,0,147,0,0.0
2,14,5,1,21,147,1,14.0
14,0,6,1,3,185,3,1.43
30,8,5,1,67,251,9,26.6
7,7,3,0,35,113,4,31.25
30,20,4,0,191,251,24,76.09
13,2,1,0,1,148,0,0.91
27,1,6,1,22,105,4,21.31
7,9,1,0,90,113,12,79.29
22,13,6,1,27,101,5,27.01
17,7,1,0,0,187,0,0.0
18,9,0,0,17,72,2,23.92
14,7,0,0,8,185,1,4.08
5,14,3,0,78,95,8,82.25
30,15,4,0,183,251,21,72.87
5,9,6,1,20,95,5,20.69
9,12,0,0,160,244,17,65.38
10,15,2,0,58,72,6,80.21
20,1,1,0,11,209,3,5.38
4,14,0,0,167,203,18,82.28
20,21,2,0,68,209,7,32.61
9,21,2,0,41,244,4,16.66
27,18,3,0,77,105,10,72.87
26,7,3,0,110,200,16,54.79
11,17,1,0,75,114,11,65.6
3,20,5,1,3,101,0,3.04
25,22,3,0,131,206,18,63.78
27,22,6,1,23,105,2,21.48
13,15,1,0,54,148,8,36.4
13,0,2,0,8,148,3,5.5
1,7,0,0,46,153,3,30.22
22,19,1,0,74,101,6,73.43
17,13,5,1,140,187,19,74.98
23,20,2,0,141,157,15,90.11
13,14,5,1,127,148,16,85.5
1,5,4,0,13,153,0,8.75
16,5,1,0,6,229,0,2.44
29,21,4,0,56,280,8,19.94
10,6,5,1,3,72,1,4.48
4,9,0,0,190,203,21,93.5
18,19,3,0,69,72,10,96.09
2,4,4,0,8,147,0,5.25
17,19,2,0,128,187,16,68.41
13,12,4,0,61,148,8,41.42
19,6,1,0,29,290,3,9.87
25,9,5,1,96,206,13,46.79
15,22,3,0,102,225,14,45.12
27,7,1,0,49,105,4,46.33
11,16,0,0,59,114,7,52.11
23,23,4,0,143,157,15,91.25
15,20,6,1,152,225,17,67.7
6,5,3,0,0,108,1,0.0
20,0,3,0,1,209,0,0.66
5,4,4,0,2,95,0,2.29
24,11,3,0,113,234,14,48.28
30,12,0,0,201,251,24,80.07
23,9,0,0,56,157,5,35.57
13,0,4,0,21,148,2,14.15
12,1,6,1,26,236,5,11.2
7,0,3,0,3,113,3,2.65
19,14,3,0,122,290,15,42.17
25,13,2,0,40,206,2,19.47
27,4,6,1,17,105,1,16.62
20,8,5,1,57,209,4,27.07
23,18,6,1,128,157,17,81.59
29,14,3,0,210,280,24,75.04
19,20,4,0,290,290,32,100.0
6,23,0,0,0,108,0,0.0
29,19,4,0,241,280,26,85.94
15,20,2,0,180,225,24,79.98
9,2,0,0,37,244,7,15.27
4,10,4,0,175,203,23,86.45
30,8,3,0,133,251,15,53.13
3,9,5,1,0,101,3,0.0
18,17,3,0,41,72,4,57.59
9,22,4,0,58,244,9,23.96
23,13,4,0,74,157,10,46.95
2,19,3,0,76,147,11,51.9
25,23,6,1,191,206,24,92.5
16,19,1,0,181,229,22,79.2
18,15,3,0,31,72,6,42.91
6,12,3,0,86,108,11,79.35
